"Node","X","Y","Z","Displacement in X","Displacement in Y","Displacement in Z","Displacement Magnitude"
251,110,80,270,-3.42637604509721E-05,-9.60072311107356E-08,5.10640851521266E-06,3.46423138019714E-05
252,110,80,345,-4.16971392926896E-05,-1.49645187270941E-06,4.95125851332956E-06,4.20167318370564E-05
253,115,80,307.5,-3.79568468709134E-05,-1.03470097800183E-06,5.66279072582195E-06,3.83908847163008E-05
254,110,80,307.5,-3.79530975553487E-05,-1.23160289472965E-06,5.05795138337129E-06,3.83084498764003E-05
255,20,80,307.5,-3.77652569796217E-05,7.43818036473273E-07,-4.46790232256497E-06,3.80359047634236E-05
256,62.5,80,345,-4.15754094197509E-05,-7.40178698204625E-07,3.32435484470688E-09,4.15819978353196E-05
257,62.5,80,307.5,-3.78816926999501E-05,-1.46628173788041E-06,-4.43009407317234E-09,3.79100599257509E-05
258,10,80,307.5,-3.77510427232196E-05,1.23545288904207E-06,-5.47961989796851E-06,3.81666582864888E-05
259,15,80,270,-3.40715818120214E-05,7.58672237893212E-07,-5.11133154526629E-06,3.44611952912758E-05
260,15,80,345,-4.14817911190569E-05,2.14087468406646E-07,-4.91343519601682E-06,4.17723194629488E-05
261,15,80,307.5,-3.77558813118901E-05,1.01796889023615E-06,-4.98043313201414E-06,3.80965555986559E-05
262,115,80,262.5,-3.35980521751541E-05,1.97467294202868E-06,5.57316585889885E-06,3.4114346261993E-05
263,115,130,255,-4.84918276947468E-05,2.19410103330891E-06,7.76173582378254E-06,4.91580713161081E-05
264,115,130,270,-4.98694396902585E-05,1.60494040463242E-06,7.71598213660881E-06,5.04883474581534E-05
265,115,130,262.5,-4.9102603798923E-05,1.88315448315704E-06,7.73616907043261E-06,4.97439471948875E-05
266,105,130,255,-4.85246823323076E-05,-9.60086816578656E-07,6.75636578881227E-06,4.90021942449414E-05
267,110,130,255,-4.85041340066014E-05,6.26592952467432E-07,7.24796970238145E-06,4.90466787791495E-05
268,105,130,270,-4.98946922057281E-05,-1.56235188192612E-06,6.76512946623844E-06,5.03754725079802E-05
269,110,130,270,-4.98775845915246E-05,2.82281072262528E-08,7.23955515150118E-06,5.04002519864966E-05
270,105,130,262.5,-4.91221099668292E-05,-1.26727396564203E-06,6.76111273916014E-06,4.96014144593568E-05
271,10,80,262.5,-3.33276912059909E-05,1.19603369360256E-07,-5.64327567317594E-06,3.38023056375051E-05
272,10,130,255,-3.4817546181442E-05,-6.91042546973115E-08,-7.37064685128179E-06,3.55892221395913E-05
273,10,130,270,-3.63788433896004E-05,3.70964876313834E-07,-7.36013740244785E-06,3.71177785419257E-05
274,10,130,262.5,-3.55503733669979E-05,1.60687589345537E-07,-7.36361602348878E-06,3.63053399374762E-05
275,20,130,270,-3.63913128418117E-05,8.73518102629136E-07,-6.29296466202346E-06,3.69417391098972E-05
276,15,130,270,-3.6381628745964E-05,6.20007159500842E-07,-6.82198183873686E-06,3.70208961978913E-05
277,15,80,255,-3.24383158368582E-05,9.87923273763837E-08,-5.10069165990342E-06,3.28370392950571E-05
278,20,130,255,-3.48397941125124E-05,4.25743859714225E-07,-6.29551900235742E-06,3.5406582313821E-05
279,15,130,255,-3.48260315715445E-05,1.72187185955187E-07,-6.82556723729198E-06,3.54890193096402E-05
280,10,81,142.5,-1.97235387798007E-05,-4.33372160352451E-07,-5.65176990319869E-06,2.05218979742706E-05
281,15,80,135,-1.87900365457355E-05,2.48008949747012E-07,-5.12093500044754E-06,1.94769339760661E-05
282,15,82,150,-2.06531013245122E-05,-6.72180969677125E-07,-5.00167620549815E-06,2.12607428478219E-05
283,20,81,142.5,-1.9723255554642E-05,1.70687787478633E-07,-4.49001094727197E-06,2.02285971412042E-05
284,15,81,142.5,-1.97233674355449E-05,-1.16412462844847E-07,-5.07210800362967E-06,2.03654377428893E-05
285,10,85,157.5,-2.16941805589225E-05,-1.54556224782858E-06,-5.34893360682853E-06,2.23972615182147E-05
286,15,88,165,-2.27289611020817E-05,-1.84967139506776E-06,-4.54084280655505E-06,2.32518001549024E-05
287,20,85,157.5,-2.16928700292849E-05,-9.79781405478828E-07,-4.19133442884053E-06,2.21157831876774E-05
288,15,85,157.5,-2.16938370889654E-05,-1.24506710086236E-06,-4.77705725940821E-06,2.22484389517081E-05
289,10,92,172.5,-2.38142048815565E-05,-2.65707837430191E-06,-4.83770610276688E-06,2.44454457918991E-05
290,15,96,180,-2.48919208708916E-05,-2.80313614596811E-06,-4.04538283145247E-06,2.53738136500718E-05
291,20,92,172.5,-2.38123511955897E-05,-2.11173246988373E-06,-3.68658685610248E-06,2.41883940379276E-05
292,15,92,172.5,-2.38136073812742E-05,-2.36322662086614E-06,-4.27343392775817E-06,2.43091541215642E-05
293,10,101.5,187.5,-2.60443455694078E-05,-3.35068917160698E-06,-4.41728861923844E-06,2.66279457113971E-05
294,20,101.5,187.5,-2.60423645917514E-05,-2.82270991148199E-06,-3.27376288942848E-06,2.63986736074047E-05
295,15,107,195,-2.71879874978772E-05,-3.1752431591541E-06,-3.78872738291255E-06,2.76337346098299E-05
